Id,Name,DisplayName,ItemTypeId,ItemSubTypeId,ItemCode,ItemDescription,Abbreviation,Type
0AFDA8A6-BC23-40B9-B473-AEF4441ED3E0,'ISONIAZID-ISONIAZID CCC TABS 300MG','ISONIAZID-ISONIAZID CCC TABS 300MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,C0988431-E6C7-471C-8C60-BC7360C0F083,2215,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
3E40AC5B-1236-4854-B39F-20A528730B80,'ISONIAZID-ISONIAZID CCC TABS 300MG','ISONIAZID-ISONIAZID CCC TABS 300MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,2C458A94-423D-4DFE-A9BF-D020C5F9CC2D,2215,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
B9A4ACD0-7C5F-407E-BF73-3DA36D59282F,'ISONIAZID-ISONIZID CCC TABS 100MG','ISONIAZID-ISONIZID CCC TABS 100MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,C0988431-E6C7-471C-8C60-BC7360C0F083,3306,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
7AB77D90-4A32-4567-BC40-A0B787507FB3,'ISONIAZID-ISONIZID CCC TABS 100MG','ISONIAZID-ISONIZID CCC TABS 100MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,2C458A94-423D-4DFE-A9BF-D020C5F9CC2D,3306,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
171E1D18-A110-4E04-ACED-F521DEFF5C9D,'IV CANNULAR-BRANULAR G18 GREEN LEWA PIECE','IV CANNULAR-BRANULAR G18 GREEN LEWA PIECE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2059,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
0E95A484-38E9-4C8F-8A67-B34958FD0D2C,'IV CANNULAR-BRANULAR G20 PINK LEWA PIECE','IV CANNULAR-BRANULAR G20 PINK LEWA PIECE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2053,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
48D1B3D3-6E32-451A-8AB1-1296CBC09E10,'IV CANNULAR-BRANULAR G22 BLUE LEWA PIECE','IV CANNULAR-BRANULAR G22 BLUE LEWA PIECE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2054,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
391C632E-EE1C-49C9-A540-F5FA614B9AF8,'IV CANNULAR-BRANULAR G24 YELLOW LEWA PIECE','IV CANNULAR-BRANULAR G24 YELLOW LEWA PIECE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2055,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
5F2FD9D6-F5D5-4E01-A2C3-D67B1F8E6FD7,'IV CANNULAR-CANNULAR  ','IV CANNULAR-CANNULAR  ',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,824,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
0A57C174-2823-45C7-AA07-B642FEF76479,'JUNIOR ASPRIN-TABS CARDIO ASPRIN LEWA 75MG','JUNIOR ASPRIN-TABS CARDIO ASPRIN LEWA 75MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,7DDAADC2-00A0-46A0-BCD7-FC79870433FB,1497,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
ED04C971-3707-4C99-B4F1-D8C1C23EC3BF,'K/NA/CL-ORS DONAR PIECE','K/NA/CL-ORS DONAR PIECE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,B1EA4A17-5D01-492B-B2D5-4D5CBCCCECFE,2103,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
12B8A4BE-7CC8-4B1F-8F3D-2A3E09EF9BED,'K/NA/CL-ORS LEWA PIECE','K/NA/CL-ORS LEWA PIECE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,B1EA4A17-5D01-492B-B2D5-4D5CBCCCECFE,2027,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
D666C8D4-9549-4120-A5EB-7CD7B902C499,'KETOCONAZOLE-TABS KETACONAZOLE LEWA 200MG','KETOCONAZOLE-TABS KETACONAZOLE LEWA 200MG',8bfde5a4-e278-4071-98dd-9d2fc24e1345,9EE8FDD0-2CBF-45B8-AF57-AC6813C7A218,1692,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
DA243D4B-AB05-4172-8957-63BECA2E4ABA,'KNO3/AGNO3-CAUSTIC PENCIL- LEWA PENCIL','KNO3/AGNO3-CAUSTIC PENCIL- LEWA PENCIL',8bfde5a4-e278-4071-98dd-9d2fc24e1345,E39BCFF2-60A5-4E22-A228-CF897E3F5564,1321,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
88D38098-C86D-46C5-ABF7-79EB545AB5D2,'LAB REAGENT-AHG REAGENT LAB','LAB REAGENT-AHG REAGENT LAB',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1829,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
DEA3841D-47C7-412F-ADA2-5C95A93F4A49,'LAB REAGENT-AHG REAGENT REAGENT','LAB REAGENT-AHG REAGENT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1915,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
6FFCA097-5CB4-402E-A789-BDF869D51E4C,'LAB REAGENT-ALBUMI KIT REAGENT','LAB REAGENT-ALBUMI KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1914,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
14320D6A-FA79-48F9-9CFB-8630C2F578EE,'LAB REAGENT-ALBUMIN KIT LAB','LAB REAGENT-ALBUMIN KIT LAB',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1830,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
D63CD506-ED84-4688-9BC5-2E4C38D9DFE3,'LAB REAGENT-ALBUMIN KIT REAGENT','LAB REAGENT-ALBUMIN KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1916,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
C92B0687-3AAF-493A-9454-13D111941393,'LAB REAGENT-ALKALINE PHOSPHATASE KIT REAGENT','LAB REAGENT-ALKALINE PHOSPHATASE KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1917,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
D114C450-7EA7-410E-A7DC-7ECED7BCDFEC,'LAB REAGENT-ALKALINE PHOSPHATE KIT LAB','LAB REAGENT-ALKALINE PHOSPHATE KIT LAB',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1832,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
C27F8EC9-717C-4C83-9245-695F2E3B0D60,'LAB REAGENT-ANTI A LAB','LAB REAGENT-ANTI A LAB',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1834,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
CD69CBAA-59AA-41E6-BCAF-43C1C24454D1,'LAB REAGENT-ANTI A REAGENT','LAB REAGENT-ANTI A REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1918,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
B577C7E2-939F-4C95-ABCA-BA6F4E6F8896,'LAB REAGENT-ANTI B LAB','LAB REAGENT-ANTI B LAB',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1836,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
4E183B2F-6141-4543-B763-994BA2484637,'LAB REAGENT-ANTI B REAGENT','LAB REAGENT-ANTI B REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1919,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
4C390748-6133-4D01-BCD3-05B162443110,'LAB REAGENT-ANTI D REAGENT','LAB REAGENT-ANTI D REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1920,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
EA4794F8-D645-49F4-AF1D-974FB806C061,'LAB REAGENT-APPLICATOR STICKS REAGENT','LAB REAGENT-APPLICATOR STICKS REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1921,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
B3A73498-1987-4C4D-A02C-F91ACB19626F,'LAB REAGENT-BILIRUBIN KIT REAGENT','LAB REAGENT-BILIRUBIN KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1922,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
A78F8154-C6E0-4FFF-B170-1BA602986D2C,'LAB REAGENT-BLOOD SUGAR STRIPS DONOR LAB','LAB REAGENT-BLOOD SUGAR STRIPS DONOR LAB',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1345,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
5D49D253-3AB1-4249-B8D6-D563E88E48AE,'LAB REAGENT-BLOOD SUGAR STRIPS GOK LAB','LAB REAGENT-BLOOD SUGAR STRIPS GOK LAB',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1343,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
035D77DA-8560-4B43-A9B9-5D3CD1B5CCAC,'LAB REAGENT-BLOOD SUGAR STRIPS-LEWA LAB','LAB REAGENT-BLOOD SUGAR STRIPS-LEWA LAB',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1382,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
BAAE8D6B-08D4-4B30-9A55-4AF09F77150E,'LAB REAGENT-BLUE TIPS REAGENT','LAB REAGENT-BLUE TIPS REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1923,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
89FBC6E8-5D27-4FB1-9969-877838A264AC,'LAB REAGENT-BRUCELLA GOK KIT','LAB REAGENT-BRUCELLA GOK KIT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,3356,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
8B865EE3-C780-425D-AB7B-7EA8B785A59E,'LAB REAGENT-BRUCELLA REAGENT','LAB REAGENT-BRUCELLA REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1924,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
FF04E4DE-3AD7-42C0-A486-CB16B92A1E76,'LAB REAGENT-BUFFER TABS PH 7.2 GOK REAGENT','LAB REAGENT-BUFFER TABS PH 7.2 GOK REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,9434,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
19334043-B0B2-44DE-A267-F7E5ABF295F1,'LAB REAGENT-CALCIUM KIT REAGENT','LAB REAGENT-CALCIUM KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1925,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
D05E0C81-8BB7-4877-902D-65FF7339657E,'LAB REAGENT-CARBON BRUSH PACK','LAB REAGENT-CARBON BRUSH PACK',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2121,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
7270FCD6-8D2E-4E85-8184-D13B20110906,'LAB REAGENT-CD4 KIT( ABSOLUTE) REAGENT','LAB REAGENT-CD4 KIT( ABSOLUTE) REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1926,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
290A67DF-90F0-4379-9EAB-531CA884B144,'LAB REAGENT-CD4 TEST TUBES REAGENT','LAB REAGENT-CD4 TEST TUBES REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1927,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
3C87421B-415D-484E-BC78-A792BB732BE8,'LAB REAGENT-CHEMISTRY CONTROL SERUM REAGENT','LAB REAGENT-CHEMISTRY CONTROL SERUM REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1928,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
2B285C91-335A-4B8D-A0D4-BF72193B656C,'LAB REAGENT-CHOLENISTERASE  PACK','LAB REAGENT-CHOLENISTERASE  PACK',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2129,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
580E5C04-36C7-447E-B2FA-7DB720B39263,'LAB REAGENT-COVER SLIPS REAGENT','LAB REAGENT-COVER SLIPS REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1929,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
946D21D9-F486-4D52-950E-670BBD43DD6B,'LAB REAGENT-CREATININE KIT REAGENT','LAB REAGENT-CREATININE KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1930,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
E6AFC808-8E9E-404C-9475-E36D43599168,'LAB REAGENT-DIETHYL ETHER PACK','LAB REAGENT-DIETHYL ETHER PACK',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2119,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
BE02644C-FF7F-4E98-84D4-40710C4DEB11,'LAB REAGENT-DISPOSABLE SPECULUM REAGENT','LAB REAGENT-DISPOSABLE SPECULUM REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1931,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
F19BD1EA-E0CF-4AC6-91BF-33DA3A61D4DB,'LAB REAGENT-DISTILLED WATER REAGENT','LAB REAGENT-DISTILLED WATER REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2191,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
69C0D00F-5C11-46F4-AEFB-89F8E0CA11B3,'LAB REAGENT-EASYLYTE DAILY RINSE REAGENT','LAB REAGENT-EASYLYTE DAILY RINSE REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2139,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
C0E0B7DD-0572-4204-9B7B-A2F85DB24E35,'LAB REAGENT-EDTA GOK TUBE','LAB REAGENT-EDTA GOK TUBE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,3385,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
BE5A74EB-502A-40AE-AE11-FD20F2E079B9,'LAB REAGENT-EDTA REAGENT','LAB REAGENT-EDTA REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1932,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
4E4EF548-66A3-4601-88DE-62DA5F72AC47,'LAB REAGENT-ELECTROLYTE REAGENT REAGENT','LAB REAGENT-ELECTROLYTE REAGENT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1933,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
20496562-947D-4DFC-BEFD-331B2C3ADFBD,'LAB REAGENT-ESR GOK TUBE','LAB REAGENT-ESR GOK TUBE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,3339,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
C274FE85-273A-4AA7-B347-C54F8ED65A9C,'LAB REAGENT-ESR REAGENT','LAB REAGENT-ESR REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1934,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
2C3E175A-BBEE-4C7A-AD80-BF9B22629383,'LAB REAGENT-FILTER PAPERS PIECE','LAB REAGENT-FILTER PAPERS PIECE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2208,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
6A417FE1-DF78-42C6-8EC5-8C2ACE2F6A3C,'LAB REAGENT-FIRST RESPONSE KIT REAGENT','LAB REAGENT-FIRST RESPONSE KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1935,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
49FAB51A-51F9-4D3D-82A8-69F6C704BEA6,'LAB REAGENT-FORMALIN PACK','LAB REAGENT-FORMALIN PACK',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2120,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
E581F62F-C788-4A8F-8E31-E3690C5D4656,'LAB REAGENT-GAMMA GT KIT REAGENT','LAB REAGENT-GAMMA GT KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1936,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
4E0D7B4D-92EB-42FF-AAD8-D84580AFFCB2,'LAB REAGENT-GIEMSA STAIN BOTTLE','LAB REAGENT-GIEMSA STAIN BOTTLE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2205,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
E633BBCD-B5A9-4032-BE1F-9A20652ABB38,'LAB REAGENT-GLASS SLIDES REAGENT','LAB REAGENT-GLASS SLIDES REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1937,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
50BAB869-5398-4D60-A86F-864815352034,'LAB REAGENT-GLUCOS STRIPS REAGENT','LAB REAGENT-GLUCOS STRIPS REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1938,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
93F7EC51-61C7-4F6A-8040-02BA172FA214,'LAB REAGENT-GLUCOSE KIT REAGENT','LAB REAGENT-GLUCOSE KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1939,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
60C3F0C4-D378-4DB4-BD43-6FDB48E1A9A2,'LAB REAGENT-H.PYLORI  A/G GOK KIT','LAB REAGENT-H.PYLORI  A/G GOK KIT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,3380,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
DC634F04-2A57-4B07-9B4C-4E99AA651873,'LAB REAGENT-H.PYLORI A/G GOK KIT','LAB REAGENT-H.PYLORI A/G GOK KIT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,3341,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
C2AA03ED-3E80-4A57-9D20-575CA4483A1F,'LAB REAGENT-H.PYLORI AB REAGENT','LAB REAGENT-H.PYLORI AB REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1940,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
C2AA43BC-5385-4BD7-A566-F4B4EAB2144C,'LAB REAGENT-H.PYLORI AG KIT REAGENT','LAB REAGENT-H.PYLORI AG KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1941,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
00E72135-6018-47C9-9168-C105C597AD30,'LAB REAGENT-HB CUVETTES REAGENT','LAB REAGENT-HB CUVETTES REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1942,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
64BE62C1-0749-4A50-86C8-F4215F0E3085,'LAB REAGENT-HBSAG  GOK  KIT','LAB REAGENT-HBSAG  GOK  KIT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,9435,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
5CFD58DF-04E4-48B2-9DC4-1AD4BAF9F0DB,'LAB REAGENT-HBSAG KIT REAGENT','LAB REAGENT-HBSAG KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1943,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
3DBD9918-DE59-464A-A57D-8D5CEB1749A6,'LAB REAGENT-HCV KIT REAGENT','LAB REAGENT-HCV KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1944,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
73E47223-E201-47E3-A64E-B99284305C61,'LAB REAGENT-HDL KIT REAGENT','LAB REAGENT-HDL KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1945,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
1D828422-B3CA-49A5-BF6D-85123E28BDB5,'LAB REAGENT-HUMATROL REAGENT','LAB REAGENT-HUMATROL REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2169,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
D36154B9-C850-4C48-B331-2528DEBDF906,'LAB REAGENT-HYDROCHLORIC ACID  REAGENT','LAB REAGENT-HYDROCHLORIC ACID  REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2141,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
ADEC8330-04A5-4B23-B564-82A3418E7CC2,'LAB REAGENT-KHB KIT REAGENT','LAB REAGENT-KHB KIT REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1946,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
948503DA-FF4E-4EF7-B0DD-6DC783ABCE54,'LAB REAGENT-LEISHMAN STAIN BOTTLE','LAB REAGENT-LEISHMAN STAIN BOTTLE',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2206,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
4EB496CF-3210-44DA-8C34-670E08EE5F17,'LAB REAGENT-MACRO CUVETTES REAGENT','LAB REAGENT-MACRO CUVETTES REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,2168,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
7DC86F40-0726-4047-8CD9-DA09E0CF6835,'LAB REAGENT-MALARIA RDT GOK KIT','LAB REAGENT-MALARIA RDT GOK KIT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,3377,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
1E34EDAD-CD78-45D1-A607-0C0A5DD533D3,'LAB REAGENT-MALARIA RDT KIT  REAGENT','LAB REAGENT-MALARIA RDT KIT  REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1947,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
79E5A29D-1633-490F-9376-93EF11DFF50E,'LAB REAGENT-MALARIA RDT PLDH/HRP2  KIT','LAB REAGENT-MALARIA RDT PLDH/HRP2  KIT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,3309,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
BADF4B8C-F541-4CA3-B7E0-565A016375FB,'LAB REAGENT-MEDICA DAILY RINSE REAGENT','LAB REAGENT-MEDICA DAILY RINSE REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1948,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
024221BF-AF7A-4BC7-9C85-4990CD04C80E,'LAB REAGENT-MEDICA INTERNAL FILLING SOLUTION REAGENT','LAB REAGENT-MEDICA INTERNAL FILLING SOLUTION REAGENT',8bfde5a4-e278-4071-98dd-9d2fc24e1345,626B2E33-4121-4CB5-AF3A-EBE18C6D3D5C,1949,Drug,NULL,d8701763-151e-4b8f-9661-af9c044f5f81,
